yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1175830,31.46242095,34.262716572130714,37.977378106878206,73.97804075806764
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,1526,31.46242095,34.262716572130714,51.67568633314729,27.673469819741847
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,39625,31.46242095,34.262716572130714,,
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,106642,31.46242095,34.262716572130714,17.925141963241547,-78.01492950057497
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,25595,31.46242095,34.262716572130714,43.897683433510366,-100.08947125585888
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,37427,31.46242095,34.262716572130714,59.36075159783851,25.01346951967388
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,57286,31.46242095,34.262716572130714,10.528384761701911,103.08333472012376
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1028633,31.46242095,34.262716572130714,40.12399607988535,20.742583178432696
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,35,31.46242095,34.262716572130714,,
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1038362,31.46242095,34.262716572130714,26.42921218083572,52.86847103284948
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,479923,31.46242095,34.262716572130714,47.92172048214207,7.866753258497997
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,9052368,31.46242095,34.262716572130714,,
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,4574116,31.46242095,34.262716572130714,,
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,364354,31.46242095,34.262716572130714,,
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,35660,31.46242095,34.262716572130714,,
2016,2016,Import,State of Palestine,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,40185,31.46242095,34.262716572130714,,
