yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,79217,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2010,2010,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,658143,16.3471243,47.8915271,43.897683433510366,-100.08947125585888
2010,2010,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,48279,16.3471243,47.8915271,59.36075159783851,25.01346951967388
2010,2010,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,820,16.3471243,47.8915271,26.42921218083572,52.86847103284948
2010,2010,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,2841198,16.3471243,47.8915271,,
2010,2010,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Pakistan, Pakistan,202029,16.3471243,47.8915271,,
2010,2010,Import,Yemen,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Saudi Arabia, Saudi Arabia,20827,16.3471243,47.8915271,,
