yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Re-Export,Armenia,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,12883.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2008,2008.0,Re-Export,Armenia,Georgia,35.0,Albuminoidal substances; modified starches; glues; enzymes,9736.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2008,2008.0,Re-Export,Armenia,Germany,35.0,Albuminoidal substances; modified starches; glues; enzymes,2092.0,,40.7696272,44.6736646,51.1638175,10.4478313
2008,2008.0,Re-Export,Armenia,Netherlands,35.0,Albuminoidal substances; modified starches; glues; enzymes,241.0,,40.7696272,44.6736646,52.2434979,5.6343227
2008,2008.0,Re-Export,Armenia,Russian Federation,35.0,Albuminoidal substances; modified starches; glues; enzymes,573.0,,40.7696272,44.6736646,64.6863136,97.7453061
2008,2008.0,Re-Export,Armenia,Turkey,35.0,Albuminoidal substances; modified starches; glues; enzymes,242.0,,40.7696272,44.6736646,38.9597594,34.9249653
