yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,World,World,1055105,25.3336984,51.2295295,,
2008,2008,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Bahrain, Bahrain,71319,25.3336984,51.2295295,,
2008,2008,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Kuwait, Kuwait,85350,25.3336984,51.2295295,,
2008,2008,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Lebanon, Lebanon,3731,25.3336984,51.2295295,,
2008,2008,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Oman, Oman,34297,25.3336984,51.2295295,,
2008,2008,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,605521,25.3336984,51.2295295,,
2008,2008,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,254888,25.3336984,51.2295295,,
