yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,30,33.87,35.84,-16.85099460447687,133.4130365630627
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,2491,33.87,35.84,39.89317229901691,61.060280637304274
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,63094,33.87,35.84,37.977378106878206,73.97804075806764
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,17554,33.87,35.84,51.67568633314729,27.673469819741847
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,29718,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,12217,33.87,35.84,17.925141963241547,-78.01492950057497
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,39495,33.87,35.84,43.897683433510366,-100.08947125585888
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,31637,33.87,35.84,59.36075159783851,25.01346951967388
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1224,33.87,35.84,10.528384761701911,103.08333472012376
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,19666,33.87,35.84,25.499703063807168,75.5024015339642
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,25482,33.87,35.84,40.12399607988535,20.742583178432696
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,406603,33.87,35.84,6.06272746187266,22.727528470146083
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,14617,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,53103,33.87,35.84,26.42921218083572,52.86847103284948
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,13228,33.87,35.84,47.92172048214207,7.866753258497997
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,959169,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,30406,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,126,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,451,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,15624,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Djibouti, Djibouti,2930,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,6847,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,34869,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,7438,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Mauritania, Mauritania,483,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Morocco, Morocco,1504,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,627,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,6133,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,82603,33.87,35.84,,
2012,2012,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,34173,33.87,35.84,,
