yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2013,2013,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,4189
2013,2013,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,33
2013,2013,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,6346
2013,2013,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,31776
