yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,5800472,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,3048,25.6242618,42.3528328,10.528384761701911,103.08333472012376
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,4581529,25.6242618,42.3528328,6.06272746187266,22.727528470146083
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,142014,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,315516,25.6242618,42.3528328,26.42921218083572,52.86847103284948
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,333309,25.6242618,42.3528328,47.92172048214207,7.866753258497997
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,34183434,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,1567678,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,1559488,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Djibouti, Djibouti,5720,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,653285,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,1954061,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,4427963,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,1527541,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,2675349,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,1211575,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,5391295,25.6242618,42.3528328,,
2019,2019,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,1594337,25.6242618,42.3528328,,
