yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,13006914,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,10229,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,186885,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,570680,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Northern Africa,Africa,379800,26.1551249,50.5344606,19.569604022535763,12.47761721199581
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,392967,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,8760059,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,785068,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,146141,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,121284,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,837179,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,12268025,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2004,2004,Import,Bahrain,4,Dairy produce; birds eggs; natural honey;,World,World,83712160,26.1551249,50.5344606,,
