yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Oman,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",589245.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2016,2016.0,Export,Oman,Italy,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2.0,,21.0000287,57.0036901,42.6384261,12.674297
2016,2016.0,Export,Oman,Qatar,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",28842.0,,21.0000287,57.0036901,25.3336984,51.2295295
2016,2016.0,Export,Oman,Saudi Arabia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1076.0,,21.0000287,57.0036901,25.6242618,42.3528328
2016,2016.0,Export,Oman,Somalia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",45513.0,,21.0000287,57.0036901,8.3676771,49.083416
2016,2016.0,Export,Oman,United Arab Emirates,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",513810.0,,21.0000287,57.0036901,24.0002488,53.9994829
