yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Afghanistan,11,Products of the milling industry; malt; starches; inulin,Central Asia,Asia,156784089,33.7680065,66.2385139,39.89317229901691,61.060280637304274
2011,2011,Import,Afghanistan,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,7182985,33.7680065,66.2385139,37.977378106878206,73.97804075806764
2011,2011,Import,Afghanistan,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,1186182,33.7680065,66.2385139,51.67568633314729,27.673469819741847
2011,2011,Import,Afghanistan,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,1131273,33.7680065,66.2385139,43.897683433510366,-100.08947125585888
2011,2011,Import,Afghanistan,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,49415,33.7680065,66.2385139,10.528384761701911,103.08333472012376
2011,2011,Import,Afghanistan,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,924676,33.7680065,66.2385139,25.499703063807168,75.5024015339642
2011,2011,Import,Afghanistan,11,Products of the milling industry; malt; starches; inulin,World,World,220047517,33.7680065,66.2385139,,
2011,2011,Import,Afghanistan,11,Products of the milling industry; malt; starches; inulin, Pakistan, Pakistan,52743565,33.7680065,66.2385139,,
2011,2011,Import,Afghanistan,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,45333,33.7680065,66.2385139,,
