yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Yemen,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,123357,16.3471243,47.8915271,-16.85099460447687,133.4130365630627
2006,2006,Export,Yemen,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,402814,16.3471243,47.8915271,,
2006,2006,Export,Yemen,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,3992622,16.3471243,47.8915271,6.06272746187266,22.727528470146083
2006,2006,Export,Yemen,11,Products of the milling industry; malt; starches; inulin,World,World,5731583,16.3471243,47.8915271,,
2006,2006,Export,Yemen,11,Products of the milling industry; malt; starches; inulin,Djibouti, Djibouti,917416,16.3471243,47.8915271,,
2006,2006,Export,Yemen,11,Products of the milling industry; malt; starches; inulin,Oman, Oman,244,16.3471243,47.8915271,,
2006,2006,Export,Yemen,11,Products of the milling industry; malt; starches; inulin,Qatar, Qatar,268582,16.3471243,47.8915271,,
2006,2006,Export,Yemen,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,1598,16.3471243,47.8915271,,
2006,2006,Export,Yemen,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,1102,16.3471243,47.8915271,,
