yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Import,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,135771,31.1667049,36.941628,37.977378106878206,73.97804075806764
2021,2021,Import,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,75591,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2021,2021,Import,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,10845,31.1667049,36.941628,40.12399607988535,20.742583178432696
2021,2021,Import,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,110159,31.1667049,36.941628,26.42921218083572,52.86847103284948
2021,2021,Import,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,118612,31.1667049,36.941628,47.92172048214207,7.866753258497997
2021,2021,Import,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,1662289,31.1667049,36.941628,,
2021,2021,Import,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Bahrain, Bahrain,149387,31.1667049,36.941628,,
2021,2021,Import,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Pakistan, Pakistan,51919,31.1667049,36.941628,,
2021,2021,Import,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,83978,31.1667049,36.941628,,
