yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Export,Malta,World,81.0,Other base metals; cermets; articles thereof,6452.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2006,2006.0,Export,Malta,Germany,81.0,Other base metals; cermets; articles thereof,1662.0,,35.8885993,14.4476911,51.1638175,10.4478313
2006,2006.0,Export,Malta,Israel,81.0,Other base metals; cermets; articles thereof,4779.0,,35.8885993,14.4476911,30.8124247,34.8594762
2006,2006.0,Export,Malta,Italy,81.0,Other base metals; cermets; articles thereof,11.0,,35.8885993,14.4476911,42.6384261,12.674297
