yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2003,2003,Re-Export,Comoros,52,Cotton,Sub-Saharan Africa,Africa,951
2003,2003,Re-Export,Comoros,52,Cotton,World,World,951
