yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,3833,31.17,-7.33,43.897683433510366,-100.08947125585888
2004,2004,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,10321422,31.17,-7.33,6.06272746187266,22.727528470146083
2004,2004,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Tunisia,Tunisia,368183,31.17,-7.33,,
2004,2004,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,600324,31.17,-7.33,47.92172048214207,7.866753258497997
2004,2004,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,World,World,17573451,31.17,-7.33,,
2004,2004,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Algeria, Algeria,162697,31.17,-7.33,,
2004,2004,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Libya, Libya,5856927,31.17,-7.33,,
2004,2004,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,Mauritania, Mauritania,257826,31.17,-7.33,,
2004,2004,Export,Morocco,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,1588,31.17,-7.33,,
