yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Import,Jordan,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",22997571.0,,31.1667049,36.941628,-36.8535712,174.7456809
2019,2019.0,Import,Jordan,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",28460.0,,31.1667049,36.941628,-24.7761086,134.755
2019,2019.0,Import,Jordan,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",216402.0,,31.1667049,36.941628,47.59397,14.12456
2019,2019.0,Import,Jordan,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",54295.0,,31.1667049,36.941628,50.6402809,4.6667145
2019,2019.0,Import,Jordan,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7409.0,,31.1667049,36.941628,-10.3333333,-53.2
2019,2019.0,Import,Jordan,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1764.0,,31.1667049,36.941628,42.6073975,25.4856617
2019,2019.0,Import,Jordan,Belarus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",19221.0,,31.1667049,36.941628,53.4250605,27.6971358
2019,2019.0,Import,Jordan,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7177.0,,31.1667049,36.941628,61.0666922,-107.991707
2019,2019.0,Import,Jordan,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8048876.0,,31.1667049,36.941628,35.000074,104.999927
2019,2019.0,Import,Jordan,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",20169.0,,31.1667049,36.941628,49.7439047,15.3381061
2019,2019.0,Import,Jordan,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1332.0,,31.1667049,36.941628,55.670249,10.3333283
2019,2019.0,Import,Jordan,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2763.0,,31.1667049,36.941628,63.2467777,25.9209164
2019,2019.0,Import,Jordan,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",188891.0,,31.1667049,36.941628,46.603354,1.8883335
2019,2019.0,Import,Jordan,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3474369.0,,31.1667049,36.941628,51.1638175,10.4478313
2019,2019.0,Import,Jordan,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",478562.0,,31.1667049,36.941628,38.9953683,21.9877132
2019,2019.0,Import,Jordan,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1253.0,,31.1667049,36.941628,22.350627,114.1849161
