yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Export,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,720,16.3471243,47.8915271,37.977378106878206,73.97804075806764
2015,2015,Export,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,739,16.3471243,47.8915271,,
2015,2015,Export,Yemen,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,18,16.3471243,47.8915271,,
