yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,52,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2002,2002,Export,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1291,28.0000272,2.9999825,,
2002,2002,Export,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,1238,28.0000272,2.9999825,,
