yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
1996,1996,Import,Algeria,38,Miscellaneous chemical products,Eastern Asia,Asia,323742
1996,1996,Import,Algeria,38,Miscellaneous chemical products,Eastern Europe,Europe,6187
1996,1996,Import,Algeria,38,Miscellaneous chemical products,Latin America and the Caribbean,Americas,57561
1996,1996,Import,Algeria,38,Miscellaneous chemical products,Northern Africa,Africa,2497257
1996,1996,Import,Algeria,38,Miscellaneous chemical products,Northern America,Americas,6384667
1996,1996,Import,Algeria,38,Miscellaneous chemical products,Northern Europe,Europe,8012287
1996,1996,Import,Algeria,38,Miscellaneous chemical products,South-eastern Asia,Asia,292030
1996,1996,Import,Algeria,38,Miscellaneous chemical products,Southern Europe,Europe,27624669
1996,1996,Import,Algeria,38,Miscellaneous chemical products,Western Asia,Asia,736634
1996,1996,Import,Algeria,38,Miscellaneous chemical products,Western Europe,Europe,71313376
1996,1996,Import,Algeria,38,Miscellaneous chemical products,World,World,120486640
