yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,9324,31.1667049,36.941628,,
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,93573,31.1667049,36.941628,6.06272746187266,22.727528470146083
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,38675,31.1667049,36.941628,26.42921218083572,52.86847103284948
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,3843986,31.1667049,36.941628,,
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,2647699,31.1667049,36.941628,,
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,146836,31.1667049,36.941628,,
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Libya, Libya,1158,31.1667049,36.941628,,
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,30137,31.1667049,36.941628,,
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,80308,31.1667049,36.941628,,
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,16560,31.1667049,36.941628,,
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,476784,31.1667049,36.941628,,
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,State of Palestine, State of Palestine,41328,31.1667049,36.941628,,
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,147337,31.1667049,36.941628,,
2003,2003,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Yemen, Yemen,5300,31.1667049,36.941628,,
