yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Re-Import,Georgia,World,64.0,Footwear; gaiters and the like; parts of such articles,3362.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2017,2017.0,Re-Import,Georgia,Greece,64.0,Footwear; gaiters and the like; parts of such articles,214.0,,32.3293809,-83.1137366,38.9953683,21.9877132
2017,2017.0,Re-Import,Georgia,Italy,64.0,Footwear; gaiters and the like; parts of such articles,3147.0,,32.3293809,-83.1137366,42.6384261,12.674297
