yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Re-Export,Saudi Arabia,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,2877604.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2008,2008.0,Re-Export,Saudi Arabia,Ethiopia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,997601.0,,25.6242618,42.3528328,10.2116702,38.6521203
2008,2008.0,Re-Export,Saudi Arabia,Eritrea,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,997601.0,,25.6242618,42.3528328,15.9500319,37.9999668
2008,2008.0,Re-Export,Saudi Arabia,Kenya,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,634934.0,,25.6242618,42.3528328,1.4419683,38.4313975
2008,2008.0,Re-Export,Saudi Arabia,Fmr Sudan,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,136534.0,,25.6242618,42.3528328,18.046398,34.41288
2008,2008.0,Re-Export,Saudi Arabia,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,110933.0,,25.6242618,42.3528328,24.0002488,53.9994829
