yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,220452,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,5455196,30.3308401,71.247499,37.977378106878206,73.97804075806764
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,71200,30.3308401,71.247499,51.67568633314729,27.673469819741847
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,11533,30.3308401,71.247499,,
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,312047,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1045604,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,3731122,30.3308401,71.247499,59.36075159783851,25.01346951967388
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,4925495,30.3308401,71.247499,10.528384761701911,103.08333472012376
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,204780,30.3308401,71.247499,25.499703063807168,75.5024015339642
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1538269,30.3308401,71.247499,40.12399607988535,20.742583178432696
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,33058,30.3308401,71.247499,6.06272746187266,22.727528470146083
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,45,30.3308401,71.247499,,
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,199348,30.3308401,71.247499,26.42921218083572,52.86847103284948
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,5062618,30.3308401,71.247499,47.92172048214207,7.866753258497997
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,26031216,30.3308401,71.247499,,
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,112,30.3308401,71.247499,,
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,261970,30.3308401,71.247499,,
2007,2007,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,153914,30.3308401,71.247499,,
