yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,986,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2002,2002,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,6095,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2002,2002,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,29511,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2002,2002,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,536001,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2002,2002,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,2052879,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2002,2002,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,World,World,2628269,31.1728205,-7.3362482,,
