yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,22750,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,126607,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,13,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,294423,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,989844,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,333364,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,74340,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,128592,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,4556,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Tunisia,Tunisia,7777,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,1593,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,943791,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,World,World,4223594,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Cyprus, Cyprus,42394,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Jordan, Jordan,1468,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Kuwait, Kuwait,74933,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Lebanon, Lebanon,31686,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Malta, Malta,14673,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Oman, Oman,77872,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Pakistan, Pakistan,2513,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Qatar, Qatar,3989,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, Saudi Arabia, Saudi Arabia,28713,26.1551249,50.5344606,,
2003,2003,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,747483,26.1551249,50.5344606,,
