yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2009,2009,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,207550
2009,2009,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,2270
2009,2009,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,45215
2009,2009,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Northern Africa,Africa,22499
2009,2009,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,1639
2009,2009,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,921339
2009,2009,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,1418919
2009,2009,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,969312
2009,2009,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,World,World,4783688
