yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2003,2003,Re-Export,Comoros,64,"Footwear, gaiters and the like, parts thereof",Sub-Saharan Africa,Africa,6543
2003,2003,Re-Export,Comoros,64,"Footwear, gaiters and the like, parts thereof",World,World,6543
