yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2019,2019,Export,Comoros,89,"Ships, boats and floating structures",Sub-Saharan Africa,Africa,2754
2019,2019,Export,Comoros,89,"Ships, boats and floating structures",World,World,2755
