yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Import,Lebanon,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,4835451,33.8750629,35.843409,37.977378106878206,73.97804075806764
2019,2019,Import,Lebanon,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,126055,33.8750629,35.843409,51.67568633314729,27.673469819741847
2019,2019,Import,Lebanon,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,23468,33.8750629,35.843409,43.897683433510366,-100.08947125585888
2019,2019,Import,Lebanon,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,25963,33.8750629,35.843409,59.36075159783851,25.01346951967388
2019,2019,Import,Lebanon,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,883582,33.8750629,35.843409,40.12399607988535,20.742583178432696
2019,2019,Import,Lebanon,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,61843,33.8750629,35.843409,26.42921218083572,52.86847103284948
2019,2019,Import,Lebanon,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,823897,33.8750629,35.843409,47.92172048214207,7.866753258497997
2019,2019,Import,Lebanon,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,7023439,33.8750629,35.843409,,
2019,2019,Import,Lebanon,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Bahrain, Bahrain,116976,33.8750629,35.843409,,
2019,2019,Import,Lebanon,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, United Arab Emirates, United Arab Emirates,107781,33.8750629,35.843409,,
