yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Algeria,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,33781.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2011,2011.0,Export,Algeria,Canada,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,4298.0,,28.0000272,2.9999825,61.0666922,-107.991707
2011,2011.0,Export,Algeria,France,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,29302.0,,28.0000272,2.9999825,46.603354,1.8883335
2011,2011.0,Export,Algeria,Germany,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,57.0,,28.0000272,2.9999825,51.1638175,10.4478313
2011,2011.0,Export,Algeria,Italy,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,57.0,,28.0000272,2.9999825,42.6384261,12.674297
2011,2011.0,Export,Algeria,Sweden,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,66.0,,28.0000272,2.9999825,59.6749712,14.5208584
