yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2003,2003,Re-Export,Comoros,87,"Vehicles other than railway, tramway",Sub-Saharan Africa,Africa,914
2003,2003,Re-Export,Comoros,87,"Vehicles other than railway, tramway",World,World,914
