yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,12630,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,1035,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,10907,26.1551249,50.5344606,,
2006,2006,Export,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,689,26.1551249,50.5344606,,
