yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion_export,Region_export,TradeValue_export,rtLat,rtLon,ptLon,ptLat,mid,Subregion_import,Region_import,TradeValue_import
2009.0,2009.0,Export,Kuwait,41.0,Raw hides and skins (other than fur skins) and leather,World,World,1860416.0,29.2733964,47.4979476,,,412009Kuwait,,,
2009.0,2009.0,Export,Kuwait,42.0,Articles of leather; saddlery and harness,World,World,3743701.0,29.2733964,47.4979476,,,422009Kuwait,,,
2009.0,2009.0,Export,Kuwait,44.0,Wood and articles of wood; wood charcoal,World,World,4342066.0,29.2733964,47.4979476,,,442009Kuwait,,,
2009.0,2009.0,Export,Kuwait,45.0,Cork and articles of cork,World,World,11222.0,29.2733964,47.4979476,,,452009Kuwait,,,
2009.0,2009.0,Export,Kuwait,46.0,"Manufactures of straw, of esparto or of other plaiting materials",World,World,61383.0,29.2733964,47.4979476,,,462009Kuwait,,,
2009.0,2009.0,Export,Kuwait,47.0,Pulp of wood or of other fibrous cellulose material,World,World,8799179.0,29.2733964,47.4979476,,,472009Kuwait,,,
2009.0,2009.0,Export,Kuwait,48.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",World,World,37245534.0,29.2733964,47.4979476,,,482009Kuwait,,,
2009.0,2009.0,Export,Kuwait,49.0,"Printed books, newspapers, pictures and other products of the printing indu ...",World,World,4747313.0,29.2733964,47.4979476,,,492009Kuwait,,,
2009.0,2009.0,Export,Kuwait,50.0,Silk,World,World,49852.0,29.2733964,47.4979476,,,502009Kuwait,,,
2009.0,2009.0,Export,Kuwait,51.0,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",World,World,149291.0,29.2733964,47.4979476,,,512009Kuwait,,,
2009.0,2009.0,Export,Kuwait,52.0,Cotton,World,World,147503.0,29.2733964,47.4979476,,,522009Kuwait,,,
2009.0,2009.0,Export,Kuwait,55.0,Man-made staple fibers,World,World,985552.0,29.2733964,47.4979476,,,552009Kuwait,,,
2009.0,2009.0,Export,Kuwait,56.0,"Wadding, felt and non-wovens; special yarns, twine, cordage, ropes and cabl ...",World,World,28969.0,29.2733964,47.4979476,,,562009Kuwait,,,
2009.0,2009.0,Export,Kuwait,57.0,Carpets and other textile floor coverings,World,World,3470513.0,29.2733964,47.4979476,,,572009Kuwait,,,
2009.0,2009.0,Export,Kuwait,58.0,"Special woven fabrics; tufted textile fabrics; lace, tapestries; trimmings; ...",World,World,224049.0,29.2733964,47.4979476,,,582009Kuwait,,,
2009.0,2009.0,Export,Kuwait,59.0,"Impregnated, coated, covered or laminated textile fabrics",World,World,25999.0,29.2733964,47.4979476,,,592009Kuwait,,,
2009.0,2009.0,Export,Kuwait,60.0,Knitted or crocheted fabrics,World,World,66614.0,29.2733964,47.4979476,,,602009Kuwait,,,
2009.0,2009.0,Export,Kuwait,61.0,"Articles of apparel and clothing accessories, knitted or crocheted",World,World,694946.0,29.2733964,47.4979476,,,612009Kuwait,,,
2009.0,2009.0,Export,Kuwait,62.0,"Articles of apparel and clothing accessories, not knitted or crocheted",World,World,10901762.0,29.2733964,47.4979476,,,622009Kuwait,,,
