yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,1192553,31.17,-7.33,-16.85099460447687,133.4130365630627
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,1023,31.17,-7.33,51.67568633314729,27.673469819741847
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,408016,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,1207392,31.17,-7.33,17.925141963241547,-78.01492950057497
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,854,31.17,-7.33,59.36075159783851,25.01346951967388
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,1000997,31.17,-7.33,10.528384761701911,103.08333472012376
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,123567,31.17,-7.33,40.12399607988535,20.742583178432696
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,24438075,31.17,-7.33,6.06272746187266,22.727528470146083
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,327101,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,6667357,31.17,-7.33,26.42921218083572,52.86847103284948
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,14650,31.17,-7.33,47.92172048214207,7.866753258497997
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,World,World,97501603,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Bahrain, Bahrain,1312703,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Iraq, Iraq,3538043,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Jordan, Jordan,8197914,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Kuwait, Kuwait,1043463,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Lebanon, Lebanon,30971680,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Libya, Libya,145929,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Mauritania, Mauritania,4525337,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Oman, Oman,196205,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Qatar, Qatar,2858146,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Saudi Arabia, Saudi Arabia,3614841,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,United Arab Emirates, United Arab Emirates,3274662,31.17,-7.33,,
2011,2011,Export,Morocco,4,Dairy produce; birds eggs; natural honey;,Yemen, Yemen,2437610,31.17,-7.33,,
