yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,511017,33.7680065,66.2385139,39.89317229901691,61.060280637304274
2016,2016,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,5364,33.7680065,66.2385139,37.977378106878206,73.97804075806764
2016,2016,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,329,33.7680065,66.2385139,43.897683433510366,-100.08947125585888
2016,2016,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,556025,33.7680065,66.2385139,25.499703063807168,75.5024015339642
2016,2016,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,World,World,3765287,33.7680065,66.2385139,,
2016,2016,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Pakistan, Pakistan,2630090,33.7680065,66.2385139,,
2016,2016,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,35284,33.7680065,66.2385139,,
