yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,531382,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,2577804,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,42183926,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,27410293,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,4841472,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,3529072,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,42964316,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,9236346,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,3555792,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,1495233,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,250810438,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,34347743,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Tunisia,Tunisia,9756005,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,10536533,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,67070367,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,World,World,598408740,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Algeria, Algeria,7201634,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Azerbaijan, Azerbaijan,3039276,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Bahrain, Bahrain,47074,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Cyprus, Cyprus,5940112,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Georgia, Georgia,675896,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Israel, Israel,29335711,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Jordan, Jordan,707574,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Kuwait, Kuwait,274789,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Lebanon, Lebanon,1633556,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Libya, Libya,647491,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Malta, Malta,76219,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Mauritania, Mauritania,3843930,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Morocco, Morocco,557300,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Oman, Oman,151662,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Pakistan, Pakistan,123293,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Qatar, Qatar,4061,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,1694189,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,950875,38.9597594,34.9249653,,
2002,2002,Export,Turkey,25,Salt; sulfur; earths and stone; plastering materials,Yemen, Yemen,130,38.9597594,34.9249653,,
