yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,114290,28.0000272,2.9999825,-16.85099460447687,133.4130365630627
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,2966598,28.0000272,2.9999825,37.977378106878206,73.97804075806764
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,89195,28.0000272,2.9999825,51.67568633314729,27.673469819741847
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,141784,28.0000272,2.9999825,,
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,230,28.0000272,2.9999825,17.925141963241547,-78.01492950057497
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,7282353,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,11444177,28.0000272,2.9999825,59.36075159783851,25.01346951967388
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1973198,28.0000272,2.9999825,10.528384761701911,103.08333472012376
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,13509043,28.0000272,2.9999825,40.12399607988535,20.742583178432696
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,642,28.0000272,2.9999825,6.06272746187266,22.727528470146083
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,574572,28.0000272,2.9999825,,
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2125687,28.0000272,2.9999825,26.42921218083572,52.86847103284948
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,26196595,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,67016215,28.0000272,2.9999825,,
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,37686,28.0000272,2.9999825,,
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes, Malta, Malta,261,28.0000272,2.9999825,,
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,113880,28.0000272,2.9999825,,
2012,2012,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,43868,28.0000272,2.9999825,,
