rtTitle,Subregion,rgDesc,TradeValue
Kuwait,Afghanistan,Export,3959267
Kuwait,Afghanistan,Import,33673
Kuwait,Afghanistan,Re-Export,494586
Kuwait,Algeria,Export,3284962
Kuwait,Algeria,Import,8719346
Kuwait,Algeria,Re-Export,130039
Kuwait,Armenia,Export,37
Kuwait,Armenia,Import,82881
Kuwait,Azerbaijan,Import,8997
Kuwait,Bahrain,Export,87660847
Kuwait,Bahrain,Import,103797452
Kuwait,Bahrain,Re-Export,44053255
Kuwait,Comoros,Export,509314
Kuwait,Cyprus,Export,4068458
Kuwait,Cyprus,Import,16256562
Kuwait,Cyprus,Re-Export,32433
Kuwait,Djibouti,Import,9136541
Kuwait,Georgia,Export,8077844
Kuwait,Georgia,Import,24888083
Kuwait,Georgia,Re-Export,234246
Kuwait,Iraq,Export,39070606
Kuwait,Iraq,Import,3380
Kuwait,Iraq,Re-Export,38968568
Kuwait,Jordan,Export,70542569
Kuwait,Jordan,Import,57425373
Kuwait,Jordan,Re-Export,12649110
Kuwait,Lebanon,Export,45663379
Kuwait,Lebanon,Import,107591215
Kuwait,Lebanon,Re-Export,18051751
Kuwait,Libya,Export,52025004
Kuwait,Libya,Import,176797144
Kuwait,Libya,Re-Export,4238867
Kuwait,Malta,Export,634
Kuwait,Malta,Import,966188
Kuwait,Malta,Re-Export,186
Kuwait,Mauritania,Export,1396809
Kuwait,Mauritania,Re-Export,313517
Kuwait,Morocco,Export,5926303
Kuwait,Morocco,Import,1454718
Kuwait,Morocco,Re-Export,82369
Kuwait,Oman,Export,35403373
Kuwait,Oman,Import,80934477
Kuwait,Oman,Re-Export,4789588
Kuwait,Pakistan,Export,257419600
Kuwait,Pakistan,Import,146743858
Kuwait,Pakistan,Re-Export,1893404
Kuwait,Qatar,Export,98009969
Kuwait,Qatar,Import,48975022
Kuwait,Qatar,Re-Export,47337273
Kuwait,Saudi Arabia,Export,236035905
Kuwait,Saudi Arabia,Import,966054817
Kuwait,Saudi Arabia,Re-Export,54284225
Kuwait,State of Palestine,Import,1358707
Kuwait,United Arab Emirates,Export,359757747
Kuwait,United Arab Emirates,Import,836271852
Kuwait,United Arab Emirates,Re-Export,89552405
Kuwait,Yemen,Export,7303967
Kuwait,Yemen,Import,2921217
Kuwait,Yemen,Re-Export,598136
