yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,195551,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,28,30.3308401,71.247499,39.89317229901691,61.060280637304274
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,1956960,30.3308401,71.247499,37.977378106878206,73.97804075806764
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,79580,30.3308401,71.247499,51.67568633314729,27.673469819741847
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,32173,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,4435,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,1625789,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,262886,30.3308401,71.247499,59.36075159783851,25.01346951967388
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,278256,30.3308401,71.247499,10.528384761701911,103.08333472012376
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,2347760,30.3308401,71.247499,25.499703063807168,75.5024015339642
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,886534,30.3308401,71.247499,40.12399607988535,20.742583178432696
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,134776,30.3308401,71.247499,6.06272746187266,22.727528470146083
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Tunisia,Tunisia,5682,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,26132,30.3308401,71.247499,26.42921218083572,52.86847103284948
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,411599,30.3308401,71.247499,47.92172048214207,7.866753258497997
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,World,World,112644887,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Afghanistan, Afghanistan,84251973,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Armenia, Armenia,51157,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Bahrain, Bahrain,33834,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Iraq, Iraq,10913371,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Jordan, Jordan,5912,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Kuwait, Kuwait,1772139,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Lebanon, Lebanon,111440,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Oman, Oman,21091,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Qatar, Qatar,144839,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,1367499,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,4871087,30.3308401,71.247499,,
2005,2005,Export,Pakistan,25,Salt; sulfur; earths and stone; plastering materials,Yemen, Yemen,289981,30.3308401,71.247499,,
