yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,16894,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,107205,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,114,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,359,26.1551249,50.5344606,,
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,1391,26.1551249,50.5344606,17.925141963241547,-78.01492950057497
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,552988,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,1054075,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,888431,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,109680,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,162007,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,10186,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,11982,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,945986,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,World,World,6247769,26.1551249,50.5344606,,
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Cyprus, Cyprus,149157,26.1551249,50.5344606,,
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Jordan, Jordan,3989,26.1551249,50.5344606,,
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Kuwait, Kuwait,164311,26.1551249,50.5344606,,
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Lebanon, Lebanon,32266,26.1551249,50.5344606,,
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Malta, Malta,27136,26.1551249,50.5344606,,
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Oman, Oman,52034,26.1551249,50.5344606,,
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Pakistan, Pakistan,259093,26.1551249,50.5344606,,
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Qatar, Qatar,18045,26.1551249,50.5344606,,
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,89851,26.1551249,50.5344606,,
2008,2008,Import,Bahrain,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,847693,26.1551249,50.5344606,,
