yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Import,Azerbaijan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",927431767.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2019,2019.0,Import,Azerbaijan,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5000.0,,40.3936294,47.7872508,41.000028,19.9999619
2019,2019.0,Import,Azerbaijan,American Samoa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9000.0,,40.3936294,47.7872508,-14.297124,-170.7131481
2019,2019.0,Import,Azerbaijan,Antigua and Barbuda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40000.0,,40.3936294,47.7872508,17.2234721,-61.9554608
2019,2019.0,Import,Azerbaijan,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13496.0,,40.3936294,47.7872508,-34.9964963,-64.9672817
2019,2019.0,Import,Azerbaijan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",226143.0,,40.3936294,47.7872508,-24.7761086,134.755
2019,2019.0,Import,Azerbaijan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11668223.0,,40.3936294,47.7872508,47.59397,14.12456
2019,2019.0,Import,Azerbaijan,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3416.0,,40.3936294,47.7872508,24.4769288,90.2934413
2019,2019.0,Import,Azerbaijan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",422512.0,,40.3936294,47.7872508,50.6402809,4.6667145
2019,2019.0,Import,Azerbaijan,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48.0,,40.3936294,47.7872508,44.3053476,17.5961467
2019,2019.0,Import,Azerbaijan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",98474.0,,40.3936294,47.7872508,-10.3333333,-53.2
2019,2019.0,Import,Azerbaijan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",213846.0,,40.3936294,47.7872508,42.6073975,25.4856617
2019,2019.0,Import,Azerbaijan,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30030302.0,,40.3936294,47.7872508,53.4250605,27.6971358
2019,2019.0,Import,Azerbaijan,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41678.0,,40.3936294,47.7872508,12.5433216,104.8144914
2019,2019.0,Import,Azerbaijan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1250261.0,,40.3936294,47.7872508,61.0666922,-107.991707
2019,2019.0,Import,Azerbaijan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42529081.0,,40.3936294,47.7872508,35.000074,104.999927
2019,2019.0,Import,Azerbaijan,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41.0,,40.3936294,47.7872508,45.5643442,17.0118954
2019,2019.0,Import,Azerbaijan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7399093.0,,40.3936294,47.7872508,49.7439047,15.3381061
2019,2019.0,Import,Azerbaijan,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",126288.0,,40.3936294,47.7872508,55.670249,10.3333283
2019,2019.0,Import,Azerbaijan,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5681.0,,40.3936294,47.7872508,58.7523778,25.3319078
2019,2019.0,Import,Azerbaijan,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20515.0,,40.3936294,47.7872508,63.2467777,25.9209164
2019,2019.0,Import,Azerbaijan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19121782.0,,40.3936294,47.7872508,46.603354,1.8883335
2019,2019.0,Import,Azerbaijan,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11922.0,,40.3936294,47.7872508,32.3293809,-83.1137366
2019,2019.0,Import,Azerbaijan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",229782348.0,,40.3936294,47.7872508,51.1638175,10.4478313
2019,2019.0,Import,Azerbaijan,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4076.0,,40.3936294,47.7872508,38.9953683,21.9877132
2019,2019.0,Import,Azerbaijan,Grenada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",427.0,,40.3936294,47.7872508,12.1360374,-61.6904045
2019,2019.0,Import,Azerbaijan,Honduras,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",134.0,,40.3936294,47.7872508,15.2572432,-86.0755145
2019,2019.0,Import,Azerbaijan,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",81049.0,,40.3936294,47.7872508,22.350627,114.1849161
2019,2019.0,Import,Azerbaijan,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",692625.0,,40.3936294,47.7872508,47.1817585,19.5060937
2019,2019.0,Import,Azerbaijan,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",72268.0,,40.3936294,47.7872508,-2.4833826,117.8902853
2019,2019.0,Import,Azerbaijan,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16035161.0,,40.3936294,47.7872508,32.6475314,54.5643516
2019,2019.0,Import,Azerbaijan,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8039.0,,40.3936294,47.7872508,52.865196,-7.9794599
2019,2019.0,Import,Azerbaijan,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4343.0,,40.3936294,47.7872508,30.8124247,34.8594762
2019,2019.0,Import,Azerbaijan,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15174724.0,,40.3936294,47.7872508,42.6384261,12.674297
2019,2019.0,Import,Azerbaijan,Jamaica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3500.0,,40.3936294,47.7872508,18.1850507,-77.3947693
2019,2019.0,Import,Azerbaijan,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",100188096.0,,40.3936294,47.7872508,36.5748441,139.2394179
2019,2019.0,Import,Azerbaijan,Kazakhstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5598.0,,40.3936294,47.7872508,48.1012954,66.7780818
2019,2019.0,Import,Azerbaijan,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",55482003.0,,40.3936294,47.7872508,,
2019,2019.0,Import,Azerbaijan,Kyrgyzstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23752.0,,40.3936294,47.7872508,41.5089324,74.724091
2019,2019.0,Import,Azerbaijan,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7098.0,,40.3936294,47.7872508,56.8406494,24.7537645
2019,2019.0,Import,Azerbaijan,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",60169.0,,40.3936294,47.7872508,55.3500003,23.7499997
2019,2019.0,Import,Azerbaijan,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6681.0,,40.3936294,47.7872508,49.8158683,6.1296751
2019,2019.0,Import,Azerbaijan,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25911.0,,40.3936294,47.7872508,4.5693754,102.2656823
2019,2019.0,Import,Azerbaijan,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13142475.0,,40.3936294,47.7872508,23.6585116,-102.0077097
2019,2019.0,Import,Azerbaijan,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",679823.0,,40.3936294,47.7872508,,
2019,2019.0,Import,Azerbaijan,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",609192.0,,40.3936294,47.7872508,31.1728205,-7.3362482
2019,2019.0,Import,Azerbaijan,Nepal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16819.0,,40.3936294,47.7872508,28.1083929,84.0917139
2019,2019.0,Import,Azerbaijan,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14404443.0,,40.3936294,47.7872508,52.2434979,5.6343227
2019,2019.0,Import,Azerbaijan,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5023.0,,40.3936294,47.7872508,-41.5000831,172.8344077
2019,2019.0,Import,Azerbaijan,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",46160.0,,40.3936294,47.7872508,60.5000209,9.0999715
2019,2019.0,Import,Azerbaijan,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6174.0,,40.3936294,47.7872508,30.3308401,71.247499
2019,2019.0,Import,Azerbaijan,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3279.0,,40.3936294,47.7872508,12.7503486,122.7312101
2019,2019.0,Import,Azerbaijan,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3079813.0,,40.3936294,47.7872508,52.215933,19.134422
2019,2019.0,Import,Azerbaijan,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41237.0,,40.3936294,47.7872508,39.6621648,-8.1353519
2019,2019.0,Import,Azerbaijan,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1341124.0,,40.3936294,47.7872508,45.9852129,24.6859225
2019,2019.0,Import,Azerbaijan,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",68137603.0,,40.3936294,47.7872508,64.6863136,97.7453061
2019,2019.0,Import,Azerbaijan,Rwanda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10200.0,,40.3936294,47.7872508,-1.9646631,30.0644358
