yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,7521,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2015,2015,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,4226,31.1728205,-7.3362482,51.67568633314729,27.673469819741847
2015,2015,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,274503,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2015,2015,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,217221,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2015,2015,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,183354,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2015,2015,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,3120784,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2015,2015,Import,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,3953616,31.1728205,-7.3362482,,
