yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,7255,40.3936294,47.7872508,39.89317229901691,61.060280637304274
2014,2014,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,53,40.3936294,47.7872508,6.06272746187266,22.727528470146083
2014,2014,Export,Azerbaijan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,21415,40.3936294,47.7872508,,
