yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,3880,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,2913134,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,3726167,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,3756820,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,4604747,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,19263041,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,206716,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,36960,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,14886751,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,156198,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,98260,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,66933442,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2002,2002,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,119517300,38.9597594,34.9249653,,
