yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,2021,25.3336984,51.2295295,43.897683433510366,-100.08947125585888
2007,2007,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,World,World,501454,25.3336984,51.2295295,,
2007,2007,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Bahrain, Bahrain,115179,25.3336984,51.2295295,,
2007,2007,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Kuwait, Kuwait,64231,25.3336984,51.2295295,,
2007,2007,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,226909,25.3336984,51.2295295,,
2007,2007,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,93114,25.3336984,51.2295295,,
