yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Jordan,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",43601.0,,31.1667049,36.941628,-36.8535712,174.7456809
2012,2012.0,Export,Jordan,Iraq,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",42221.0,,31.1667049,36.941628,33.0955793,44.1749775
2012,2012.0,Export,Jordan,Saudi Arabia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1380.0,,31.1667049,36.941628,25.6242618,42.3528328
