yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,2140062,32.3293809,-83.1137366,37.977378106878206,73.97804075806764
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,840828,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,551,32.3293809,-83.1137366,,
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,87001,32.3293809,-83.1137366,43.897683433510366,-100.08947125585888
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,368932,32.3293809,-83.1137366,59.36075159783851,25.01346951967388
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,79308,32.3293809,-83.1137366,10.528384761701911,103.08333472012376
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,414419,32.3293809,-83.1137366,25.499703063807168,75.5024015339642
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,526015,32.3293809,-83.1137366,40.12399607988535,20.742583178432696
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,5871302,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2045478,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,12568619,32.3293809,-83.1137366,,
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes, Armenia, Armenia,54098,32.3293809,-83.1137366,,
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes, Azerbaijan, Azerbaijan,15769,32.3293809,-83.1137366,,
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,4494,32.3293809,-83.1137366,,
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,1,32.3293809,-83.1137366,,
2014,2014,Import,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,101114,32.3293809,-83.1137366,,
