yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,6,31.1728205,-7.3362482,-16.85099460447687,133.4130365630627
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,9093,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,140681,31.1728205,-7.3362482,,
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,3,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,17649,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,609424,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,548,31.1728205,-7.3362482,,
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,6022,31.1728205,-7.3362482,,
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,61219,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,1211165,31.1728205,-7.3362482,,
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,28,31.1728205,-7.3362482,,
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,4809,31.1728205,-7.3362482,,
2015,2015,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Mauritania, Mauritania,361560,31.1728205,-7.3362482,,
