yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Export,Malta,World,25.0,Salt; sulfur; earths and stone; plastering materials,9119.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2004,2004.0,Export,Malta,Germany,25.0,Salt; sulfur; earths and stone; plastering materials,2.0,,35.8885993,14.4476911,51.1638175,10.4478313
2004,2004.0,Export,Malta,Italy,25.0,Salt; sulfur; earths and stone; plastering materials,5288.0,,35.8885993,14.4476911,42.6384261,12.674297
2004,2004.0,Export,Malta,Libya,25.0,Salt; sulfur; earths and stone; plastering materials,340.0,,35.8885993,14.4476911,26.8234472,18.1236723
2004,2004.0,Export,Malta,Slovenia,25.0,Salt; sulfur; earths and stone; plastering materials,325.0,,35.8885993,14.4476911,45.8133113,14.4808369
2004,2004.0,Export,Malta,United Kingdom,25.0,Salt; sulfur; earths and stone; plastering materials,3164.0,,35.8885993,14.4476911,54.7023545,-3.2765753
