yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,15441973,21.0000287,57.0036901,-16.85099460447687,133.4130365630627
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Eastern Asia,Asia,19552,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,8376399,21.0000287,57.0036901,51.67568633314729,27.673469819741847
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,6164,21.0000287,57.0036901,,
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,6949,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Northern America,Americas,175436,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,446112,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,South-eastern Asia,Asia,1044923,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,76549,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,4984627,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,19573,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Western Asia,Asia,4239263,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,971334,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin,World,World,47211831,21.0000287,57.0036901,,
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin, Cyprus, Cyprus,153391,21.0000287,57.0036901,,
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin, Jordan, Jordan,20801,21.0000287,57.0036901,,
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin, Lebanon, Lebanon,2542672,21.0000287,57.0036901,,
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin, Malta, Malta,37810,21.0000287,57.0036901,,
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin, Pakistan, Pakistan,37693,21.0000287,57.0036901,,
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin, Saudi Arabia, Saudi Arabia,59951,21.0000287,57.0036901,,
2009,2009,Import,Oman,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,3281455,21.0000287,57.0036901,,
