yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,282883,40.7696272,44.6736646,37.977378106878206,73.97804075806764
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,2615927,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,197,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,115,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,32800,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,4800,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,1692879,40.7696272,44.6736646,26.42921218083572,52.86847103284948
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,1945,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,5375095,40.7696272,44.6736646,,
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Georgia, Georgia,676813,40.7696272,44.6736646,,
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Kuwait, Kuwait,251,40.7696272,44.6736646,,
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Pakistan, Pakistan,42734,40.7696272,44.6736646,,
2010,2010,Import,Armenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, United Arab Emirates, United Arab Emirates,4606,40.7696272,44.6736646,,
