yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2007,2007,Export,Algeria,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,323949
2007,2007,Export,Algeria,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern America,Americas,310085
2007,2007,Export,Algeria,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Europe,Europe,59897
2007,2007,Export,Algeria,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Southern Europe,Europe,255718
2007,2007,Export,Algeria,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,29188
2007,2007,Export,Algeria,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,797258
2007,2007,Export,Algeria,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,1776095
