yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Export,Lebanon,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",339870.0,,33.8750629,35.843409,-36.8535712,174.7456809
2020,2020.0,Export,Lebanon,Australia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",6576.0,,33.8750629,35.843409,-24.7761086,134.755
2020,2020.0,Export,Lebanon,Belgium,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1094.0,,33.8750629,35.843409,50.6402809,4.6667145
2020,2020.0,Export,Lebanon,Canada,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",448.0,,33.8750629,35.843409,61.0666922,-107.991707
2020,2020.0,Export,Lebanon,Central African Rep.,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",98.0,,33.8750629,35.843409,,
2020,2020.0,Export,Lebanon,Congo,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1785.0,,33.8750629,35.843409,-2.9814344,23.8222636
2020,2020.0,Export,Lebanon,Benin,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",90.0,,33.8750629,35.843409,9.5293472,2.2584408
2020,2020.0,Export,Lebanon,Denmark,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",45.0,,33.8750629,35.843409,55.670249,10.3333283
2020,2020.0,Export,Lebanon,Germany,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2682.0,,33.8750629,35.843409,51.1638175,10.4478313
2020,2020.0,Export,Lebanon,Ghana,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",486.0,,33.8750629,35.843409,8.0300284,-1.0800271
2020,2020.0,Export,Lebanon,Iraq,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",4690.0,,33.8750629,35.843409,33.0955793,44.1749775
2020,2020.0,Export,Lebanon,Côte d'Ivoire,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",22295.0,,33.8750629,35.843409,7.9897371,-5.5679458
2020,2020.0,Export,Lebanon,Kuwait,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1301.0,,33.8750629,35.843409,29.2733964,47.4979476
2020,2020.0,Export,Lebanon,Niger,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",352.0,,33.8750629,35.843409,17.7356214,9.3238432
2020,2020.0,Export,Lebanon,Nigeria,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1174.0,,33.8750629,35.843409,9.6000359,7.9999721
2020,2020.0,Export,Lebanon,Panama,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",400.0,,33.8750629,35.843409,8.559559,-81.1308434
2020,2020.0,Export,Lebanon,Qatar,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",29958.0,,33.8750629,35.843409,25.3336984,51.2295295
2020,2020.0,Export,Lebanon,Saudi Arabia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",245237.0,,33.8750629,35.843409,25.6242618,42.3528328
2020,2020.0,Export,Lebanon,Senegal,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",644.0,,33.8750629,35.843409,14.4750607,-14.4529612
2020,2020.0,Export,Lebanon,Sierra Leone,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",981.0,,33.8750629,35.843409,8.6400349,-11.8400269
2020,2020.0,Export,Lebanon,Spain,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",584.0,,33.8750629,35.843409,39.3260685,-4.8379791
2020,2020.0,Export,Lebanon,Sweden,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",780.0,,33.8750629,35.843409,59.6749712,14.5208584
2020,2020.0,Export,Lebanon,Syria,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1379.0,,33.8750629,35.843409,34.6401861,39.0494106
2020,2020.0,Export,Lebanon,United Arab Emirates,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1916.0,,33.8750629,35.843409,24.0002488,53.9994829
2020,2020.0,Export,Lebanon,Egypt,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",4372.0,,33.8750629,35.843409,26.2540493,29.2675469
2020,2020.0,Export,Lebanon,United Kingdom,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1525.0,,33.8750629,35.843409,54.7023545,-3.2765753
2020,2020.0,Export,Lebanon,United Rep. of Tanzania,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",110.0,,33.8750629,35.843409,,
2020,2020.0,Export,Lebanon,USA,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",6731.0,,33.8750629,35.843409,39.7837304,-100.445882
2020,2020.0,Export,Lebanon,Burkina Faso,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1264.0,,33.8750629,35.843409,12.0753083,-1.6880314
2020,2020.0,Export,Lebanon,Venezuela,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",273.0,,33.8750629,35.843409,8.0018709,-66.1109318
2020,2020.0,Export,Lebanon,Zambia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",600.0,,33.8750629,35.843409,-14.5189121,27.5589884
