yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Export,Cyprus,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21478906.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2019,2019.0,Export,Cyprus,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14578.0,,34.9823018,33.1451285,41.000028,19.9999619
2019,2019.0,Export,Cyprus,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17275.0,,34.9823018,33.1451285,-24.7761086,134.755
2019,2019.0,Export,Cyprus,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",78722.0,,34.9823018,33.1451285,24.4769288,90.2934413
2019,2019.0,Export,Cyprus,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",56182.0,,34.9823018,33.1451285,50.6402809,4.6667145
2019,2019.0,Export,Cyprus,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",103247.0,,34.9823018,33.1451285,4.6125522,13.1535811
2019,2019.0,Export,Cyprus,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1061.0,,34.9823018,33.1451285,61.0666922,-107.991707
2019,2019.0,Export,Cyprus,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",336.0,,34.9823018,33.1451285,-31.7613365,-71.3187697
2019,2019.0,Export,Cyprus,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11164.0,,34.9823018,33.1451285,35.000074,104.999927
2019,2019.0,Export,Cyprus,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",108120.0,,34.9823018,33.1451285,49.7439047,15.3381061
2019,2019.0,Export,Cyprus,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3113.0,,34.9823018,33.1451285,58.7523778,25.3319078
2019,2019.0,Export,Cyprus,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2075.0,,34.9823018,33.1451285,46.603354,1.8883335
2019,2019.0,Export,Cyprus,Gabon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9745.0,,34.9823018,33.1451285,-0.8999695,11.6899699
2019,2019.0,Export,Cyprus,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5607.0,,34.9823018,33.1451285,32.3293809,-83.1137366
2019,2019.0,Export,Cyprus,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20488.0,,34.9823018,33.1451285,51.1638175,10.4478313
2019,2019.0,Export,Cyprus,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",672.0,,34.9823018,33.1451285,8.0300284,-1.0800271
2019,2019.0,Export,Cyprus,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",236756.0,,34.9823018,33.1451285,38.9953683,21.9877132
2019,2019.0,Export,Cyprus,Grenada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16821.0,,34.9823018,33.1451285,12.1360374,-61.6904045
2019,2019.0,Export,Cyprus,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1441774.0,,34.9823018,33.1451285,22.350627,114.1849161
2019,2019.0,Export,Cyprus,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",180.0,,34.9823018,33.1451285,32.6475314,54.5643516
2019,2019.0,Export,Cyprus,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2101244.0,,34.9823018,33.1451285,30.8124247,34.8594762
2019,2019.0,Export,Cyprus,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",490.0,,34.9823018,33.1451285,42.6384261,12.674297
2019,2019.0,Export,Cyprus,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",102328.0,,34.9823018,33.1451285,36.5748441,139.2394179
2019,2019.0,Export,Cyprus,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",122193.0,,34.9823018,33.1451285,31.1667049,36.941628
2019,2019.0,Export,Cyprus,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11214.0,,34.9823018,33.1451285,29.2733964,47.4979476
2019,2019.0,Export,Cyprus,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",645046.0,,34.9823018,33.1451285,33.8750629,35.843409
2019,2019.0,Export,Cyprus,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2128.0,,34.9823018,33.1451285,56.8406494,24.7537645
2019,2019.0,Export,Cyprus,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",160666.0,,34.9823018,33.1451285,49.8158683,6.1296751
2019,2019.0,Export,Cyprus,Malta,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",55971.0,,34.9823018,33.1451285,35.8885993,14.4476911
2019,2019.0,Export,Cyprus,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15606.0,,34.9823018,33.1451285,31.1728205,-7.3362482
2019,2019.0,Export,Cyprus,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",189236.0,,34.9823018,33.1451285,-41.5000831,172.8344077
2019,2019.0,Export,Cyprus,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",277017.0,,34.9823018,33.1451285,9.6000359,7.9999721
2019,2019.0,Export,Cyprus,"Other Europe, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76276.0,,34.9823018,33.1451285,,
2019,2019.0,Export,Cyprus,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44878.0,,34.9823018,33.1451285,60.5000209,9.0999715
2019,2019.0,Export,Cyprus,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",425.0,,34.9823018,33.1451285,12.7503486,122.7312101
2019,2019.0,Export,Cyprus,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42968.0,,34.9823018,33.1451285,52.215933,19.134422
2019,2019.0,Export,Cyprus,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",230377.0,,34.9823018,33.1451285,45.9852129,24.6859225
2019,2019.0,Export,Cyprus,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48220.0,,34.9823018,33.1451285,64.6863136,97.7453061
2019,2019.0,Export,Cyprus,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",180091.0,,34.9823018,33.1451285,14.4750607,-14.4529612
2019,2019.0,Export,Cyprus,Serbia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2242.0,,34.9823018,33.1451285,44.1534121,20.55144
2019,2019.0,Export,Cyprus,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4037.0,,34.9823018,33.1451285,8.6400349,-11.8400269
2019,2019.0,Export,Cyprus,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31783.0,,34.9823018,33.1451285,22.3511148,78.6677428
2019,2019.0,Export,Cyprus,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",100421.0,,34.9823018,33.1451285,1.357107,103.8194992
2019,2019.0,Export,Cyprus,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5046.0,,34.9823018,33.1451285,-28.8166236,24.991639
2019,2019.0,Export,Cyprus,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",108653.0,,34.9823018,33.1451285,39.3260685,-4.8379791
