yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Re-Export,Oman,World,25.0,Salt; sulfur; earths and stone; plastering materials,584577.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2011,2011.0,Re-Export,Oman,Bahrain,25.0,Salt; sulfur; earths and stone; plastering materials,26.0,,21.0000287,57.0036901,26.1551249,50.5344606
2011,2011.0,Re-Export,Oman,China,25.0,Salt; sulfur; earths and stone; plastering materials,7009.0,,21.0000287,57.0036901,35.000074,104.999927
2011,2011.0,Re-Export,Oman,Iran,25.0,Salt; sulfur; earths and stone; plastering materials,260.0,,21.0000287,57.0036901,32.6475314,54.5643516
2011,2011.0,Re-Export,Oman,Italy,25.0,Salt; sulfur; earths and stone; plastering materials,70.0,,21.0000287,57.0036901,42.6384261,12.674297
2011,2011.0,Re-Export,Oman,India,25.0,Salt; sulfur; earths and stone; plastering materials,14018.0,,21.0000287,57.0036901,22.3511148,78.6677428
2011,2011.0,Re-Export,Oman,United Arab Emirates,25.0,Salt; sulfur; earths and stone; plastering materials,563193.0,,21.0000287,57.0036901,24.0002488,53.9994829
