yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,9183,32.3293809,-83.1137366,39.89317229901691,61.060280637304274
2017,2017,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,4,32.3293809,-83.1137366,37.977378106878206,73.97804075806764
2017,2017,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,10648,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2017,2017,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,2067,32.3293809,-83.1137366,19.569604022535763,12.47761721199581
2017,2017,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,63,32.3293809,-83.1137366,43.897683433510366,-100.08947125585888
2017,2017,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,66,32.3293809,-83.1137366,59.36075159783851,25.01346951967388
2017,2017,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,27272,32.3293809,-83.1137366,25.499703063807168,75.5024015339642
2017,2017,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,5,32.3293809,-83.1137366,40.12399607988535,20.742583178432696
2017,2017,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,7,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2017,2017,Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,270734,32.3293809,-83.1137366,,
