yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2020,2020,Import,Qatar,World,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",58951429,25.3336984,51.2295295,-36.8535712,174.7456809
2020,2020,Import,Qatar,Argentina,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",25393,25.3336984,51.2295295,-34.9964963,-64.9672817
2020,2020,Import,Qatar,Belgium,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1787577,25.3336984,51.2295295,50.6402809,4.6667145
2020,2020,Import,Qatar,Brazil,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2137046,25.3336984,51.2295295,-10.3333333,-53.2
2020,2020,Import,Qatar,Belarus,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",30733,25.3336984,51.2295295,53.4250605,27.6971358
2020,2020,Import,Qatar,Canada,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",26414,25.3336984,51.2295295,61.0666922,-107.991707
2020,2020,Import,Qatar,Chile,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",40535,25.3336984,51.2295295,-31.7613365,-71.3187697
2020,2020,Import,Qatar,China,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",435392,25.3336984,51.2295295,35.000074,104.999927
2020,2020,Import,Qatar,Denmark,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",324066,25.3336984,51.2295295,55.670249,10.3333283
2020,2020,Import,Qatar,France,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1445014,25.3336984,51.2295295,46.603354,1.8883335
2020,2020,Import,Qatar,Germany,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",256068,25.3336984,51.2295295,51.1638175,10.4478313
