yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Export,Mauritania,World,25.0,Salt; sulfur; earths and stone; plastering materials,822061.0,,20.2540382,-9.2399263,-36.8535712,174.7456809
2010,2010.0,Export,Mauritania,Australia,25.0,Salt; sulfur; earths and stone; plastering materials,36.0,,20.2540382,-9.2399263,-24.7761086,134.755
2010,2010.0,Export,Mauritania,Canada,25.0,Salt; sulfur; earths and stone; plastering materials,201.0,,20.2540382,-9.2399263,61.0666922,-107.991707
2010,2010.0,Export,Mauritania,Germany,25.0,Salt; sulfur; earths and stone; plastering materials,348.0,,20.2540382,-9.2399263,51.1638175,10.4478313
2010,2010.0,Export,Mauritania,Ghana,25.0,Salt; sulfur; earths and stone; plastering materials,181.0,,20.2540382,-9.2399263,8.0300284,-1.0800271
2010,2010.0,Export,Mauritania,Mali,25.0,Salt; sulfur; earths and stone; plastering materials,174763.0,,20.2540382,-9.2399263,16.3700359,-2.2900239
2010,2010.0,Export,Mauritania,Morocco,25.0,Salt; sulfur; earths and stone; plastering materials,625.0,,20.2540382,-9.2399263,31.1728205,-7.3362482
2010,2010.0,Export,Mauritania,Senegal,25.0,Salt; sulfur; earths and stone; plastering materials,255648.0,,20.2540382,-9.2399263,14.4750607,-14.4529612
2010,2010.0,Export,Mauritania,Spain,25.0,Salt; sulfur; earths and stone; plastering materials,390260.0,,20.2540382,-9.2399263,39.3260685,-4.8379791
