yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2012,2012,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,2287490
2012,2012,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Northern Africa,Africa,101101
2012,2012,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,1297420
2012,2012,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,726234
2012,2012,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,2075940
2012,2012,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,World,World,17434687
