yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,239156,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2017,2017,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,415,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2017,2017,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,1674,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2017,2017,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,995,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2017,2017,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,243278,40.7696272,44.6736646,,
2017,2017,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Georgia, Georgia,647,40.7696272,44.6736646,,
2017,2017,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,74,40.7696272,44.6736646,,
