rtTitle,Subregion,rgDesc,TradeValue
Comoros,Afghanistan,Import,18000
Comoros,Algeria,Export,44462
Comoros,Djibouti,Export,184103
Comoros,Djibouti,Import,46863
Comoros,Kuwait,Import,1154587
Comoros,Lebanon,Import,199168
Comoros,Libya,Import,1132
Comoros,Mauritania,Import,242
Comoros,Morocco,Import,293811
Comoros,Oman,Import,192804
Comoros,Pakistan,Export,339530
Comoros,Pakistan,Import,20997754
Comoros,Saudi Arabia,Export,284963
Comoros,Saudi Arabia,Import,499910
Comoros,United Arab Emirates,Export,516360
Comoros,United Arab Emirates,Import,45957495
Comoros,World,Export,14058372
Comoros,World,Import,167084102
Comoros,Yemen,Import,12944
