yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,90409,25.6242618,42.3528328,37.977378106878206,73.97804075806764
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,8509876,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,1666825,25.6242618,42.3528328,25.499703063807168,75.5024015339642
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,300030,25.6242618,42.3528328,6.06272746187266,22.727528470146083
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,4791389,25.6242618,42.3528328,26.42921218083572,52.86847103284948
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,36537,25.6242618,42.3528328,47.92172048214207,7.866753258497997
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,38047887,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,2104734,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,2335156,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,2078331,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,2120202,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,2913611,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,2981617,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,94942,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,83741,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,2482103,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, State of Palestine, State of Palestine,29870,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,4353214,25.6242618,42.3528328,,
2009,2009,Export,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,940890,25.6242618,42.3528328,,
