yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,Australia and New Zealand,Oceania,71910
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,Eastern Asia,Asia,3779872
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,Eastern Europe,Europe,7142603
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,Latin America and the Caribbean,Americas,3220589
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,Northern Africa,Africa,4694825
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,Northern America,Americas,1644312
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,Northern Europe,Europe,2964205
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,South-eastern Asia,Asia,14271408
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,Southern Asia,Asia,1073
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,Southern Europe,Europe,6688983
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,Sub-Saharan Africa,Africa,17852
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,Western Asia,Asia,12154114
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,Western Europe,Europe,3116781
2016,2016,Import,Jordan,17,Sugars and sugar confectionery,World,World,230279023
