yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,7364,35.8885993,14.4476911,51.67568633314729,27.673469819741847
2012,2012,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,353,35.8885993,14.4476911,10.528384761701911,103.08333472012376
2012,2012,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,105,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2012,2012,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,21553,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2012,2012,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,31498,35.8885993,14.4476911,,
